id,pre
50000.0,0.13153465105906428
50001.0,0.0930428201818363
50002.0,0.3569851260396081
50003.0,0.17755231137834834
50004.0,0.130782720924884
50005.0,0.21922246477521828
50006.0,0.2669183562156509
50007.0,0.37353189823981797
50008.0,0.08486438141250116
50009.0,0.15346559278484131
50010.0,0.10409372656655493
50011.0,0.14509868019887998
50012.0,0.2635672737136265
50013.0,0.13535419351636485
50014.0,0.3173935388204566
50015.0,0.12479542916840101
50016.0,0.031404688771560066
50017.0,0.37655291181887096
50018.0,0.30422229624663094
50019.0,0.443649696878285
50020.0,0.10532343211401324
50021.0,0.13856224720385332
50022.0,0.3184695342716524
50023.0,0.1152758104462234
50024.0,0.182098425496935
50025.0,0.3345778167765448
50026.0,0.18510085226301123
50027.0,0.2378743994556106
50028.0,0.27847429665855994
50029.0,0.09973122034012288
50030.0,0.3878551868939323
50031.0,0.23177475295745678
50032.0,0.07103349666884312
50033.0,0.12443448639224947
50034.0,0.1607709466165006
50035.0,0.2024054522237845
50036.0,0.2323146170785879
50037.0,0.3485873624933761
50038.0,0.06100373490414875
50039.0,0.1655896316544922
50040.0,0.13676433465487514
50041.0,0.14381036233072417
50042.0,0.2107131449057698
50043.0,0.7712776005531151
50044.0,0.13280069159448812
50045.0,0.3913752399650543
50046.0,0.07904242666299789
50047.0,0.14855651274753584
50048.0,0.5066822386466672
50049.0,0.32219215813080554
50050.0,0.0688288777722517
50051.0,0.30726212526908114
50052.0,0.14985451561557409
50053.0,0.1450278571657518
50054.0,0.0391438331528276
50055.0,0.2293899043941513
50056.0,0.26469309716602774
50057.0,0.13236196224289418
50058.0,0.23524197718634926
50059.0,0.5306022220168359
50060.0,0.2823274011774458
50061.0,0.11934502961531028
50062.0,0.10435989503754241
50063.0,0.09730266501579013
50064.0,0.1838294770589898
50065.0,0.14394615640098085
50066.0,0.2165633480685894
50067.0,0.08400590761890893
50068.0,0.018862440244277162
50069.0,0.18022397326113784
50070.0,0.13363300285906526
50071.0,0.047327518227237415
50072.0,0.2721787317423932
50073.0,0.11860896761909163
50074.0,0.535531803821993
50075.0,0.31735585067647065
50076.0,0.1840976622715907
50077.0,0.5518299425562752
50078.0,0.02785360578467664
50079.0,0.31097154607719324
50080.0,0.13654103954429972
50081.0,0.15306352584215888
50082.0,0.3035212599541781
50083.0,0.05692109143780175
50084.0,0.2825967319176804
50085.0,0.42711699698115135
50086.0,0.21544273782949724
50087.0,0.15027715730764502
50088.0,0.23360781401688577
50089.0,0.3831250352969608
50090.0,0.06495278842689789
50091.0,0.41809391856959044
50092.0,0.36870962061066104
50093.0,0.23788647022320467
50094.0,0.5353672522168266
50095.0,0.33705399987253426
50096.0,0.21221936659795376
50097.0,0.01600790331876315
50098.0,0.17112587934922954
50099.0,0.05599650001126163
50100.0,0.03725760770274389
50101.0,0.11635639119827919
50102.0,0.2099181673266733
50103.0,0.02643897899467503
50104.0,0.2279770682513863
50105.0,0.09092553690995354
50106.0,0.12925074994093097
50107.0,0.5224946997793398
50108.0,0.1143124115425827
50109.0,0.059914467633241965
50110.0,0.07243350887792666
50111.0,0.35315323634975454
50112.0,0.08017187882056305
50113.0,0.06917784637580905
50114.0,0.1391606391564432
50115.0,0.5660086922975612
50116.0,0.21797716302366635
50117.0,0.47478839066007394
50118.0,0.23108628140897639
50119.0,0.10652880923915668
50120.0,0.4063608333372001
50121.0,0.054423752823131576
50122.0,0.10570440949525423
50123.0,0.10540112889409887
50124.0,0.11538640935795215
50125.0,0.2232813229388969
50126.0,0.04222064819304311
50127.0,0.041781434723202254
50128.0,0.3697556843165407
50129.0,0.06909698265574003
50130.0,0.38504326680846523
50131.0,0.4070091625693545
50132.0,0.1493214723051804
50133.0,0.13185578691153896
50134.0,0.353625974252253
50135.0,0.16097185002063016
50136.0,0.21282375565351447
50137.0,0.1684183931896307
50138.0,0.2067648229973061
50139.0,0.6586803036479669
50140.0,0.06327821216890406
50141.0,0.1407061506631305
50142.0,0.14523881336372646
50143.0,0.04075976572954851
50144.0,0.5142089771067619
50145.0,0.07573305270437133
50146.0,0.3427412066303875
50147.0,0.6137443282194688
50148.0,0.05934490276908111
50149.0,0.36721438370121207
50150.0,0.06823085852105619
50151.0,0.09861123842341257
50152.0,0.32004879026919525
50153.0,0.3944914482133649
50154.0,0.19954805707303575
50155.0,0.31492165854336596
50156.0,0.1171415939362325
50157.0,0.2768245996385329
50158.0,0.11793598032684761
50159.0,0.1814579221576456
50160.0,0.12209223477680856
50161.0,0.15277664978047628
50162.0,0.1848781842331969
50163.0,0.4855613087446818
50164.0,0.15338481925439093
50165.0,0.08667121281240606
50166.0,0.24477127852718006
50167.0,0.3566485732068257
50168.0,0.03401926526492331
50169.0,0.07957573195145201
50170.0,0.073808291899197
50171.0,0.13127206193475457
50172.0,0.28367165852997417
50173.0,0.33691747202248873
50174.0,0.01683963032166476
50175.0,0.2857883005111055
50176.0,0.08899287483170132
50177.0,0.20833188216131246
50178.0,0.16187417719468417
50179.0,0.2061333418624187
50180.0,0.2612459151875083
50181.0,0.06142944821930851
50182.0,0.017561623923748677
50183.0,0.17956074625546228
50184.0,0.20719943566993437
50185.0,0.6382242322282768
50186.0,0.17591203337446057
50187.0,0.17411273945449032
50188.0,0.1236345913260626
50189.0,0.0467544780602623
50190.0,0.13152589631607634
50191.0,0.5792888862928298
50192.0,0.11925882846486179
50193.0,0.4221521803742548
50194.0,0.16839928001542387
50195.0,0.11985798883673698
50196.0,0.05889159205696894
50197.0,0.20746864164769752
50198.0,0.1821353579375904
50199.0,0.21470187191809204
50200.0,0.27050946801704634
50201.0,0.08466069857078073
50202.0,0.4182516342557394
50203.0,0.14675989401957548
50204.0,0.19112185450272934
50205.0,0.19658375346200263
50206.0,0.26871559843862064
50207.0,0.22718354519092826
50208.0,0.11504086565200833
50209.0,0.10962407281965708
50210.0,0.021248105299344094
50211.0,0.11089047629648864
50212.0,0.26328243796457823
50213.0,0.14083807358052333
50214.0,0.20209687960981454
50215.0,0.10508708043052799
50216.0,0.3115968654513064
50217.0,0.15145396063532235
50218.0,0.40306545993059195
50219.0,0.11054568573485979
50220.0,0.20476092889383019
50221.0,0.13541742796136005
50222.0,0.1164215768081489
50223.0,0.03752971699025138
50224.0,0.09910869369273241
50225.0,0.18766716830588487
50226.0,0.28616374080769824
50227.0,0.2522039498271833
50228.0,0.12516112078425987
50229.0,0.3130280413757699
50230.0,0.22549818395670546
50231.0,0.14267797051005715
50232.0,0.21123934273872422
50233.0,0.3262635496044081
50234.0,0.19378324514798367
50235.0,0.18591826559276872
50236.0,0.5436949464518553
50237.0,0.014542952580581307
50238.0,0.09884959433596098
50239.0,0.14807756398189253
